,index,id,NAME_PY,NAME_CH,NAME_FT,X_COOR,Y_COOR,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GEOCOMPLR,CHECKER,END_DATE,BEG_CHG_TY,END_CHG_TY,Address,Direction,Match Elements,Match Result,Match Level,Match Error,Match Period,geometry,Province,Prefecture,County,Maximum Error Distance,Certainty,X,Y,error_distance,closeness,target_toponym
3690,3690,3690,Jian'an Fu,建安府,建安府,119.498856,29.544481,今浙江建德县东梅城镇,Fu,府,3.0,1358,4.0,1358,4.0,90459,POINT,32172,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江建德县东梅城镇'],,"[['浙江', '建德']]",[{'county': 330182}],County,[],modern,POINT (119.46075709319076 29.50259379253544),['浙江省'],['杭州市'],['建德市'],87.60077326258902,0.9826422032353004,119.46075709319076,29.50259379253544,5.932851555021331,0.9887251222165566,建安府
3691,3691,3691,Jiande Lu,建德路,建德路,119.498856,29.544481,今浙江建德县东梅城镇,Lu,路,3.0,1277,4.0,1357,4.0,90458,POINT,32173,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江建德县东梅城镇'],,"[['浙江', '建德']]",[{'county': 330182}],County,[],modern,POINT (119.46075709319076 29.50259379253544),['浙江省'],['杭州市'],['建德市'],87.60077326258902,0.9826422032353004,119.46075709319076,29.50259379253544,5.932851555021331,0.9887251222165566,建德路
3692,3692,3692,Jiande Fu,建德府,建德府,119.498856,29.544481,今浙江建德县东梅城镇,Fu,府,3.0,1265,4.0,1276,4.0,90457,POINT,32174,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江建德县东梅城镇'],,"[['浙江', '建德']]",[{'county': 330182}],County,[],modern,POINT (119.46075709319076 29.50259379253544),['浙江省'],['杭州市'],['建德市'],87.60077326258902,0.9826422032353004,119.46075709319076,29.50259379253544,5.932851555021331,0.9887251222165566,建德府
3693,3693,3693,Yan Zhou,严州,嚴州,119.498856,29.544481,今浙江建德县东梅城镇,Zhou,州,3.0,1121,4.0,1264,4.0,90456,POINT,32175,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江建德县东梅城镇'],,"[['浙江', '建德']]",[{'county': 330182}],County,[],modern,POINT (119.46075709319076 29.50259379253544),['浙江省'],['杭州市'],['建德市'],87.60077326258902,0.9826422032353004,119.46075709319076,29.50259379253544,5.932851555021331,0.9887251222165566,严州
3694,3694,3694,Ningyue Fu,宁越府,寧越府,119.649918,29.104712,今浙江金华市,Fu,府,3.0,1359,5.0,1359,4.0,90411,POINT,32178,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江金华市'],,"[['浙江', '金华']]",[{'prefecture': 3307}],Prefecture,[],modern,POINT (120.00209594283803 29.11166271101984),['浙江省'],['金华市'],['NA'],148.77088879262217,0.9705215518540536,120.00209594283804,29.11166271101984,34.288683280804804,0.8745567091766989,宁越府
3695,3695,3695,Wuzhou Lu,婺州路,婺州路,119.649918,29.104712,今浙江金华市,Lu,路,3.0,1276,4.0,1358,5.0,90410,POINT,32179,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江金华市'],,"[['浙江', '金华']]",[{'prefecture': 3307}],Prefecture,[],modern,POINT (120.00209594283803 29.11166271101984),['浙江省'],['金华市'],['NA'],148.77088879262217,0.9705215518540536,120.00209594283804,29.11166271101984,34.288683280804804,0.8745567091766989,婺州路
3696,3696,3696,Wu Zhou,婺州,婺州,119.649918,29.104712,今浙江金华市,Zhou,州,3.0,758,4.0,1275,4.0,90409,POINT,32180,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江金华市'],,"[['浙江', '金华']]",[{'prefecture': 3307}],Prefecture,[],modern,POINT (120.00209594283803 29.11166271101984),['浙江省'],['金华市'],['NA'],148.77088879262217,0.9705215518540536,120.00209594283804,29.11166271101984,34.288683280804804,0.8745567091766989,婺州
3697,3697,3697,Dongyang Jun,东阳郡,東陽郡,119.649918,29.104712,今浙江金华市,Jun,郡,3.0,742,4.0,757,4.0,90408,POINT,32181,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江金华市'],,"[['浙江', '金华']]",[{'prefecture': 3307}],Prefecture,[],modern,POINT (120.00209594283803 29.11166271101984),['浙江省'],['金华市'],['NA'],148.77088879262217,0.9705215518540536,120.00209594283804,29.11166271101984,34.288683280804804,0.8745567091766989,东阳郡
3698,3698,3698,Shaoxing Fu,绍兴府,紹興府,120.578262,30.004515,今浙江绍兴市,Fu,府,3.0,1367,5.0,1911,5.0,90540,POINT,32185,FROM_AC,赵永复,满志敏,,,更名,数据下限,['今浙江绍兴市'],,"[['浙江', '绍兴']]",[{'prefecture': 3306}],Prefecture,[],modern,POINT (120.4965096961607 29.713168243373204),['浙江省'],['绍兴市'],['NA'],134.86544356268402,0.9732768687677572,120.4965096961607,29.713168243373204,33.24778120798935,0.8573913669797409,绍兴府
3699,3699,3699,Shaoxing Lu,绍兴路,紹興路,120.578262,30.004515,今浙江绍兴市,Lu,路,3.0,1276,4.0,1366,5.0,90438,POINT,32186,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江绍兴市'],,"[['浙江', '绍兴']]",[{'prefecture': 3306}],Prefecture,[],modern,POINT (120.4965096961607 29.713168243373204),['浙江省'],['绍兴市'],['NA'],134.86544356268402,0.9732768687677572,120.4965096961607,29.713168243373204,33.24778120798935,0.8573913669797409,绍兴路
3700,3700,3700,Shaoxing Fu,绍兴府,紹興府,120.578262,30.004515,今浙江绍兴市,Fu,府,3.0,1131,4.0,1275,4.0,90437,POINT,32187,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江绍兴市'],,"[['浙江', '绍兴']]",[{'prefecture': 3306}],Prefecture,[],modern,POINT (120.4965096961607 29.713168243373204),['浙江省'],['绍兴市'],['NA'],134.86544356268402,0.9732768687677572,120.4965096961607,29.713168243373204,33.24778120798935,0.8573913669797409,绍兴府
3701,3701,3701,Yue Zhou,越州,越州,120.578262,30.004515,今浙江绍兴市,Zhou,州,3.0,758,4.0,1130,4.0,90436,POINT,32188,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江绍兴市'],,"[['浙江', '绍兴']]",[{'prefecture': 3306}],Prefecture,[],modern,POINT (120.4965096961607 29.713168243373204),['浙江省'],['绍兴市'],['NA'],134.86544356268402,0.9732768687677572,120.4965096961607,29.713168243373204,33.24778120798935,0.8573913669797409,越州
3702,3702,3702,Guiji Jun,会稽郡,會稽郡,120.578262,30.004515,今浙江绍兴市,Jun,郡,3.0,742,4.0,757,4.0,90435,POINT,32189,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江绍兴市'],,"[['浙江', '绍兴']]",[{'prefecture': 3306}],Prefecture,[],modern,POINT (120.4965096961607 29.713168243373204),['浙江省'],['绍兴市'],['NA'],134.86544356268402,0.9732768687677572,120.4965096961607,29.713168243373204,33.24778120798935,0.8573913669797409,会稽郡
3703,3703,3703,Ming Zhou,明州,明州,121.350235,29.775007,今浙江鄞县鄞江镇,Zhou,州,3.0,738,4.0,741,4.0,90415,POINT,32191,FROM_AC,赵永复,满志敏,,,新建,更名,['今浙江鄞县鄞江镇'],,"[['浙江', '鄞']]",[{'county': 330212}],County,[],modern,POINT (121.64421303825964 29.768465722804258),['浙江省'],['宁波市'],['鄞州区'],40.70510852192783,0.9919344205000254,121.64421303825964,29.768465722804255,28.438774466040403,0.20782088336797522,明州
3704,3704,3704,Yuyao Jun,余姚郡,餘姚郡,121.350235,29.775007,今浙江鄞县鄞江镇,Jun,郡,3.0,742,4.0,757,4.0,90416,POINT,32192,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江鄞县鄞江镇'],,"[['浙江', '鄞']]",[{'county': 330212}],County,[],modern,POINT (121.64421303825964 29.768465722804258),['浙江省'],['宁波市'],['鄞州区'],40.70510852192783,0.9919344205000254,121.64421303825964,29.768465722804255,28.438774466040403,0.20782088336797522,余姚郡
3705,3705,3705,Mu Zhou,睦州,睦州,119.498856,29.544481,今浙江建德县东梅城镇,Zhou,州,3.0,758,4.0,1120,4.0,90536,POINT,32196,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江建德县东梅城镇'],,"[['浙江', '建德']]",[{'county': 330182}],County,[],modern,POINT (119.46075709319076 29.50259379253544),['浙江省'],['杭州市'],['建德市'],87.60077326258902,0.9826422032353004,119.46075709319076,29.50259379253544,5.932851555021331,0.9887251222165566,睦州
3706,3706,3706,Xin'an Jun,新定郡,新安郡,119.498856,29.544481,今浙江建德县东梅城镇,Jun,郡,3.0,742,4.0,757,4.0,90451,POINT,32197,FROM_AC,赵永复,满志敏,,,更名和迁移治所,更名,['今浙江建德县东梅城镇'],,"[['浙江', '建德']]",[{'county': 330182}],County,[],modern,POINT (119.46075709319076 29.50259379253544),['浙江省'],['杭州市'],['建德市'],87.60077326258902,0.9826422032353004,119.46075709319076,29.50259379253544,5.932851555021331,0.9887251222165566,新定郡
3707,3707,3707,Mu Zhou,睦州,睦州,118.965165,29.612287,今浙江淳安县排岭镇西8公里水库中,Zhou,州,3.0,625,4.0,741,4.0,90450,POINT,32198,FROM_FD,赵永复,满志敏,,,更名和迁移治所,更名,['今浙江淳安县排岭镇西8公里水库中'],,"[['浙江', '淳安']]",[{'county': 330127}],County,[],modern,POINT (118.88055219471528 29.620530813872538),['浙江省'],['杭州市'],['淳安县'],102.3119277549046,0.9797272377579266,118.88055219471528,29.620530813872534,8.245977437220912,0.9840577353902391,睦州
3708,3708,3708,Dongmu Zhou,东睦州,東睦州,118.965165,29.612287,今浙江淳安县排岭镇西8公里水库,Zhou,州,3.0,624,4.0,624,4.0,90449,POINT,32199,FROM_FD,赵永复,满志敏,,,更名,更名,['今浙江淳安县排岭镇西8公里水库'],,"[['浙江', '淳安']]",[{'county': 330127}],County,[],modern,POINT (118.88055219471528 29.620530813872538),['浙江省'],['杭州市'],['淳安县'],102.3119277549046,0.9797272377579266,118.88055219471528,29.620530813872534,8.245977437220912,0.9840577353902391,东睦州
3709,3709,3709,Yin Zhou,鄞州,鄞州,121.350235,29.775007,治今浙江鄞县鄞江镇,Zhou,州,3.0,621,4.0,624,4.0,90414,POINT,32200,FROM_AC,赵永复,满志敏,,,新建,撤销,['治今浙江鄞县鄞江镇'],,"[['浙江', '鄞']]",[{'county': 330212}],County,[],modern,POINT (121.64421303825964 29.768465722804258),['浙江省'],['宁波市'],['鄞州区'],40.70510852192783,0.9919344205000254,121.64421303825964,29.768465722804255,28.438774466040403,0.20782088336797522,鄞州
3710,3710,3710,Mu Zhou,睦州,睦州,118.965165,29.612287,今浙江淳安县排岭镇西8公里水库,Zhou,州,3.0,621,4.0,623,4.0,90448,POINT,32203,FROM_FD,赵永复,满志敏,,,更名,更名,['今浙江淳安县排岭镇西8公里水库'],,"[['浙江', '淳安']]",[{'county': 330127}],County,[],modern,POINT (118.88055219471528 29.620530813872538),['浙江省'],['杭州市'],['淳安县'],102.3119277549046,0.9797272377579266,118.88055219471528,29.620530813872534,8.245977437220912,0.9840577353902391,睦州
3711,3711,3711,Chou Zhou,绸州,綢州,120.071625,29.300087,今浙江义乌市,Zhou,州,3.0,621,4.0,623,4.0,90402,POINT,32204,FROM_AC,赵永复,满志敏,,,新建,撤销,['今浙江义乌市'],,"[['浙江', '义乌']]",[{'county': 330782}],County,[],modern,POINT (120.01713261886778 29.28495495752928),['浙江省'],['金华市'],['义乌市'],59.26469603869044,0.9882569010426692,120.01713261886778,29.28495495752928,5.553968897129723,0.9784862941206126,绸州
3712,3712,3712,Ningpo Fu,宁波府,寧波府,121.542656,29.866316,今浙江宁波市,Fu,府,3.0,1381,4.0,1911,4.0,90503,POINT,32205,FROM_AC,赵永复,满志敏,,,更名,数据下限,['今浙江宁波市'],,"[['浙江', '宁波']]",[{'prefecture': 3302}],Prefecture,[],modern,POINT (121.44964424642117 29.714289256732755),['浙江省'],['宁波市'],['NA'],146.109904471591,0.9710488168920008,121.44964424642116,29.714289256732755,19.10148762382828,0.9584183873894296,宁波府
3713,3713,3713,Yue Zhou,越州,越州,120.578262,30.004515,今浙江绍兴市,Zhou,州,3.0,621,4.0,741,4.0,90541,POINT,32206,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江绍兴市'],,"[['浙江', '绍兴']]",[{'prefecture': 3306}],Prefecture,[],modern,POINT (120.4965096961607 29.713168243373204),['浙江省'],['绍兴市'],['NA'],134.86544356268402,0.9732768687677572,120.4965096961607,29.713168243373204,33.24778120798935,0.8573913669797409,越州
3714,3714,3714,Yao Zhou,姚州,姚州,121.152763,30.049067,今浙江余姚市,Zhou,州,3.0,621,4.0,623,4.0,90428,POINT,32207,FROM_AC,赵永复,满志敏,,,新建,撤销,['今浙江余姚市'],,"[['浙江', '余姚']]",[{'county': 330281}],County,[],modern,POINT (121.24324949179025 29.978090947000766),['浙江省'],['宁波市'],['余姚市'],64.61959810406977,0.9871958453203972,121.24324949179024,29.97809094700077,11.751937894011308,0.9205883865248168,姚州
3715,3715,3715,Sheng Zhou,嵊州,嵊州,120.815277,29.58749,今浙江嵊县,Zhou,州,3.0,621,4.0,624,4.0,90429,POINT,32208,FROM_AC,赵永复,满志敏,,,新建,撤销,['今浙江嵊县'],,"[['浙江', '嵊']]",[{'county': 330683}],County,[],modern,POINT (120.80299395113254 29.62858985397523),['浙江省'],['绍兴市'],['嵊州市'],63.93720640439857,0.9873310589263468,120.80299395113254,29.62858985397523,4.708546723717299,0.9866780387060019,嵊州
3716,3716,3716,Yan Zhou,严州,嚴州,119.626945,29.804697,今浙江桐庐县西北旧县,Zhou,州,3.0,621,4.0,623,4.0,90447,POINT,32209,FROM_FD,赵永复,满志敏,,,新建,撤销,['今浙江桐庐县西北旧县'],,"[['浙江', '桐庐']]",[{'county': 330122}],County,[],modern,POINT (119.53086505374829 29.849902103399373),['浙江省'],['杭州市'],['桐庐县'],80.75984397715756,0.9839977102222338,119.53086505374829,29.849902103399373,10.552113180188686,0.9584643452502852,严州
3717,3717,3717,Sui'an Jun,遂安郡,遂安郡,118.965165,29.612287,今浙江淳安县排岭镇西8公里水库,Jun,郡,3.0,607,4.0,620,4.0,90446,POINT,32210,FROM_FD,赵永复,满志敏,,,更名,更名,['今浙江淳安县排岭镇西8公里水库'],,"[['浙江', '淳安']]",[{'county': 330127}],County,[],modern,POINT (118.88055219471528 29.620530813872538),['浙江省'],['杭州市'],['淳安县'],102.3119277549046,0.9797272377579266,118.88055219471528,29.620530813872534,8.245977437220912,0.9840577353902391,遂安郡
3718,3718,3718,Mu Zhou,睦州,睦州,118.965165,29.612287,今浙江淳安县排岭镇西8公里水库,Zhou,州,3.0,603,4.0,606,4.0,90445,POINT,32211,FROM_FD,赵永复,满志敏,,,新建,更名,['今浙江淳安县排岭镇西8公里水库'],,"[['浙江', '淳安']]",[{'county': 330127}],County,[],modern,POINT (118.88055219471528 29.620530813872538),['浙江省'],['杭州市'],['淳安县'],102.3119277549046,0.9797272377579266,118.88055219471528,29.620530813872534,8.245977437220912,0.9840577353902391,睦州
3719,3719,3719,Dongyang Jun,东阳郡,東陽郡,119.649918,29.104712,治今浙江金华市,Jun,郡,3.0,607,4.0,620,4.0,90401,POINT,32212,FROM_AC,赵永复,满志敏,,,更名,更名,['治今浙江金华市'],,"[['浙江', '金华']]",[{'prefecture': 3307}],Prefecture,[],modern,POINT (120.00209594283803 29.11166271101984),['浙江省'],['金华市'],['NA'],148.77088879262217,0.9705215518540536,120.00209594283804,29.11166271101984,34.288683280804804,0.8745567091766989,东阳郡
3720,3720,3720,Wu Zhou,婺州,婺州,119.649918,29.104712,治今浙江金华市,Zhou,州,3.0,589,4.0,606,4.0,90537,POINT,32214,FROM_AC,赵永复,满志敏,,,更名,更名,['治今浙江金华市'],,"[['浙江', '金华']]",[{'prefecture': 3307}],Prefecture,[],modern,POINT (120.00209594283803 29.11166271101984),['浙江省'],['金华市'],['NA'],148.77088879262217,0.9705215518540536,120.00209594283804,29.11166271101984,34.288683280804804,0.8745567091766989,婺州
3721,3721,3721,Guiji Jun,会稽郡,會稽郡,120.578262,30.004515,今浙江绍兴市,Jun,郡,3.0,607,3.0,620,4.0,90427,POINT,32217,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江绍兴市'],,"[['浙江', '绍兴']]",[{'prefecture': 3306}],Prefecture,[],modern,POINT (120.4965096961607 29.713168243373204),['浙江省'],['绍兴市'],['NA'],134.86544356268402,0.9732768687677572,120.4965096961607,29.713168243373204,33.24778120798935,0.8573913669797409,会稽郡
3722,3722,3722,Yue Zhou,越州,越州,120.578262,30.004515,今浙江绍兴市,Zhou,州,3.0,605,4.0,606,4.0,90426,POINT,32218,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江绍兴市'],,"[['浙江', '绍兴']]",[{'prefecture': 3306}],Prefecture,[],modern,POINT (120.4965096961607 29.713168243373204),['浙江省'],['绍兴市'],['NA'],134.86544356268402,0.9732768687677572,120.4965096961607,29.713168243373204,33.24778120798935,0.8573913669797409,越州
3723,3723,3723,Wu Zhou,吴州,吴州,120.578262,30.004515,今浙江绍兴市,Zhou,州,3.0,589,4.0,604,4.0,90425,POINT,32219,FROM_AC,赵永复,满志敏,,,更名,更名,['今浙江绍兴市'],,"[['浙江', '绍兴']]",[{'prefecture': 3306}],Prefecture,[],modern,POINT (120.4965096961607 29.713168243373204),['浙江省'],['绍兴市'],['NA'],134.86544356268402,0.9732768687677572,120.4965096961607,29.713168243373204,33.24778120798935,0.8573913669797409,吴州
3724,3724,3724,Xindu Jun,新都郡,新都郡,118.965165,29.612287,今浙江淳安县排岭镇西8公里水库,Jun,郡,3.0,208,4.0,279,4.0,90441,POINT,32221,FROM_FD,赵永复,满志敏,,,新建,更名,['今浙江淳安县排岭镇西8公里水库'],,"[['浙江', '淳安']]",[{'county': 330127}],County,[],modern,POINT (118.88055219471528 29.620530813872538),['浙江省'],['杭州市'],['淳安县'],102.3119277549046,0.9797272377579266,118.88055219471528,29.620530813872534,8.245977437220912,0.9840577353902391,新都郡
3725,3725,3725,Taizhou Lu,台州路,台州路,121.120598,28.843132,今浙江临海市,Lu,路,3.0,1277,4.0,1367,4.0,90371,POINT,32224,FROM_AC,钱林书,满志敏,,,更名,更名,['今浙江临海市'],,"[['浙江', '临海']]",[{'county': 331082}],County,[],modern,POINT (121.18886418502157 28.877041766011402),['浙江省'],['台州市'],['临海市'],84.38748500095987,0.9832789054299782,121.18886418502156,28.8770417660114,7.647894231155263,0.9798705629915538,台州路
3726,3726,3726,Tai Zhou,台州,台州,121.120598,28.843132,今浙江临海市,Zhou,州,3.0,758,4.0,1276,4.0,90546,POINT,32226,FROM_AC,钱林书,满志敏,,,更名,更名,['今浙江临海市'],,"[['浙江', '临海']]",[{'county': 331082}],County,[],modern,POINT (121.18886418502157 28.877041766011402),['浙江省'],['台州市'],['临海市'],84.38748500095987,0.9832789054299782,121.18886418502156,28.8770417660114,7.647894231155263,0.9798705629915538,台州
3727,3727,3727,Linhai Jun,临海郡,臨海郡,121.120598,28.843132,今浙江临海市,Jun,郡,3.0,742,4.0,757,4.0,90374,POINT,32227,FROM_AC,钱林书,满志敏,,,更名,更名,['今浙江临海市'],,"[['浙江', '临海']]",[{'county': 331082}],County,[],modern,POINT (121.18886418502157 28.877041766011402),['浙江省'],['台州市'],['临海市'],84.38748500095987,0.9832789054299782,121.18886418502156,28.8770417660114,7.647894231155263,0.9798705629915538,临海郡
3728,3728,3728,Tai Zhou,台州,台州,121.120598,28.843132,今浙江临海市,Zhou,州,3.0,622,4.0,741,4.0,90545,POINT,32229,FROM_AC,钱林书,满志敏,,,更名,更名,['今浙江临海市'],,"[['浙江', '临海']]",[{'county': 331082}],County,[],modern,POINT (121.18886418502157 28.877041766011402),['浙江省'],['台州市'],['临海市'],84.38748500095987,0.9832789054299782,121.18886418502156,28.8770417660114,7.647894231155263,0.9798705629915538,台州
3729,3729,3729,Hai Zhou,海州,海州,121.120598,28.843132,今浙江临海市,Zhou,州,3.0,621,4.0,621,4.0,90376,POINT,32230,FROM_AC,钱林书,满志敏,,,新建,更名,['今浙江临海市'],,"[['浙江', '临海']]",[{'county': 331082}],County,[],modern,POINT (121.18886418502157 28.877041766011402),['浙江省'],['台州市'],['临海市'],84.38748500095987,0.9832789054299782,121.18886418502156,28.8770417660114,7.647894231155263,0.9798705629915538,海州
3730,3730,3730,Wenzhou Fu,温州府,溫州府,120.653221,28.018291,今浙江温州市,Fu,府,3.0,1368,4.0,1911,5.0,90532,POINT,32231,FROM_AC,钱林书,满志敏,,,更名,数据下限,['今浙江温州市'],,"[['浙江', '温州']]",[{'prefecture': 3303}],Prefecture,[],modern,POINT (120.31152657485359 27.862607073543202),['浙江省'],['温州市'],['NA'],190.72053464510503,0.9622093714937748,120.3115265748536,27.8626070735432,37.79557352003178,0.9061890951749172,温州府
3731,3731,3731,Wenzhou Lu,温州路,溫州路,120.653221,28.018291,今浙江温州市,Lu,路,3.0,1276,4.0,1367,4.0,90387,POINT,32233,FROM_AC,钱林书,满志敏,,,更名,更名,['今浙江温州市'],,"[['浙江', '温州']]",[{'prefecture': 3303}],Prefecture,[],modern,POINT (120.31152657485359 27.862607073543202),['浙江省'],['温州市'],['NA'],190.72053464510503,0.9622093714937748,120.3115265748536,27.8626070735432,37.79557352003178,0.9061890951749172,温州路
3732,3732,3732,Rui'an Fu,瑞安府,瑞安府,120.653221,28.018291,今浙江温州市,Fu,府,3.0,1265,4.0,1275,4.0,90388,POINT,32234,FROM_AC,钱林书,满志敏,,,更名,更名,['今浙江温州市'],,"[['浙江', '温州']]",[{'prefecture': 3303}],Prefecture,[],modern,POINT (120.31152657485359 27.862607073543202),['浙江省'],['温州市'],['NA'],190.72053464510503,0.9622093714937748,120.3115265748536,27.8626070735432,37.79557352003178,0.9061890951749172,瑞安府
3733,3733,3733,Wen Zhou,温州,溫州,120.653221,28.018291,今浙江温州市,Zhou,州,3.0,758,4.0,1264,4.0,90389,POINT,32235,FROM_AC,钱林书,满志敏,,,更名,更名,['今浙江温州市'],,"[['浙江', '温州']]",[{'prefecture': 3303}],Prefecture,[],modern,POINT (120.31152657485359 27.862607073543202),['浙江省'],['温州市'],['NA'],190.72053464510503,0.9622093714937748,120.3115265748536,27.8626070735432,37.79557352003178,0.9061890951749172,温州
3734,3734,3734,Yongjia Jun,永嘉郡,永嘉郡,120.653221,28.018291,今浙江温州市,Jun,郡,3.0,742,4.0,757,4.0,90390,POINT,32236,FROM_AC,钱林书,满志敏,,,更名,更名,['今浙江温州市'],,"[['浙江', '温州']]",[{'prefecture': 3303}],Prefecture,[],modern,POINT (120.31152657485359 27.862607073543202),['浙江省'],['温州市'],['NA'],190.72053464510503,0.9622093714937748,120.3115265748536,27.8626070735432,37.79557352003178,0.9061890951749172,永嘉郡
3735,3735,3735,Wen Zhou,温州,溫州,120.653221,28.018291,今浙江温州市,Zhou,州,3.0,674,4.0,741,4.0,90391,POINT,32237,FROM_AC,钱林书,满志敏,,,新建,更名,['今浙江温州市'],,"[['浙江', '温州']]",[{'prefecture': 3303}],Prefecture,[],modern,POINT (120.31152657485359 27.862607073543202),['浙江省'],['温州市'],['NA'],190.72053464510503,0.9622093714937748,120.3115265748536,27.8626070735432,37.79557352003178,0.9061890951749172,温州
3736,3736,3736,Dongjia Zhou,东嘉州,東嘉州,120.653221,28.018291,今浙江温州市,Zhou,州,3.0,622,4.0,626,4.0,90392,POINT,32238,FROM_AC,钱林书,满志敏,,,更名,撤销,['今浙江温州市'],,"[['浙江', '温州']]",[{'prefecture': 3303}],Prefecture,[],modern,POINT (120.31152657485359 27.862607073543202),['浙江省'],['温州市'],['NA'],190.72053464510503,0.9622093714937748,120.3115265748536,27.8626070735432,37.79557352003178,0.9061890951749172,东嘉州
3737,3737,3737,Jia Zhou,嘉州,嘉州,120.653221,28.018291,今浙江温州市,Zhou,州,3.0,621,4.0,621,4.0,90393,POINT,32239,FROM_AC,钱林书,满志敏,,,新建,更名,['今浙江温州市'],,"[['浙江', '温州']]",[{'prefecture': 3303}],Prefecture,[],modern,POINT (120.31152657485359 27.862607073543202),['浙江省'],['温州市'],['NA'],190.72053464510503,0.9622093714937748,120.3115265748536,27.8626070735432,37.79557352003178,0.9061890951749172,嘉州
3738,3738,3738,Chuzhou Lu,处州路,處州路,119.913009,28.448732,今浙江丽水市治老城区,Jun,郡,3.0,1276,4.0,1358,3.0,90342,POINT,32240,FROM_FD,钱林书,满志敏,,,更名,更名,['今浙江丽水市治老城区'],,"[['浙江', '丽水']]",[{'prefecture': 3311}],Prefecture,[],modern,POINT (119.6202495800782 28.18396147619755),['浙江省'],['丽水市'],['NA'],213.42676434297013,0.9577102089212404,119.6202495800782,28.18396147619755,41.05340812525136,0.9114509576168071,处州路
3739,3739,3739,Chu Zhou,处州,處州,119.913009,28.448732,今浙江丽水市老城区,Zhou,州,3.0,907,4.0,1275,4.0,90585,POINT,32241,FROM_FD,钱林书,满志敏,,,迁移治所,更名,['今浙江丽水市老城区'],,"[['浙江', '丽水']]",[{'prefecture': 3311}],Prefecture,[],modern,POINT (119.6202495800782 28.18396147619755),['浙江省'],['丽水市'],['NA'],213.42676434297013,0.9577102089212404,119.6202495800782,28.18396147619755,41.05340812525136,0.9114509576168071,处州
3740,3740,3740,Kuo Zhou,括州,括州,119.935697,28.448505,今浙江丽水市老城区东南七里,Zhou,州,3.0,758,4.0,778,4.0,90344,POINT,32242,FROM_FD,钱林书,满志敏,,,更名,更名,['今浙江丽水市老城区东南七里'],,"[['浙江', '丽水']]",[{'prefecture': 3311}],Prefecture,[],modern,POINT (119.6202495800782 28.18396147619755),['浙江省'],['丽水市'],['NA'],213.42676434297013,0.9577102089212404,119.6202495800782,28.18396147619755,42.62195904710272,0.9047825647054141,括州
3741,3741,3741,Jinyun Jun,缙云郡,縉雲郡,119.935697,28.448505,今浙江丽水市老城区东南七里,Jun,郡,3.0,742,4.0,757,4.0,90343,POINT,32243,FROM_FD,钱林书,满志敏,,,更名,更名,['今浙江丽水市老城区东南七里'],,"[['浙江', '丽水']]",[{'prefecture': 3311}],Prefecture,[],modern,POINT (119.6202495800782 28.18396147619755),['浙江省'],['丽水市'],['NA'],213.42676434297013,0.9577102089212404,119.6202495800782,28.18396147619755,42.62195904710272,0.9047825647054141,缙云郡
3742,3742,3742,Quzhou Lu,衢州路,衢州路,118.867645,28.956821,今浙江衢州市,Lu,路,3.0,1276,4.0,1358,4.0,90351,POINT,32244,FROM_AC,钱林书,满志敏,,,更名,更名,['今浙江衢州市'],,"[['浙江', '衢州']]",[{'prefecture': 3308}],Prefecture,[],modern,POINT (118.82216250820221 28.876905482283373),['浙江省'],['衢州市'],['NA'],143.2446765673431,0.9716165521047644,118.8221625082022,28.876905482283373,9.905819212252798,0.988246837464903,衢州路
3743,3743,3743,Qu Zhou,衢州,衢州,118.867645,28.956821,今浙江衢州市,Zhou,州,3.0,758,4.0,1275,4.0,90548,POINT,32245,FROM_AC,钱林书,满志敏,,,更名,更名,['今浙江衢州市'],,"[['浙江', '衢州']]",[{'prefecture': 3308}],Prefecture,[],modern,POINT (118.82216250820221 28.876905482283373),['浙江省'],['衢州市'],['NA'],143.2446765673431,0.9716165521047644,118.8221625082022,28.876905482283373,9.905819212252798,0.988246837464903,衢州
