NAME_PY,NAME_CH,NAME_FT,X_COOR,Y_COOR,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GECOMPLR,CHECKER,ENT_DATE,BEG_CHG_TY,END_CHG_TY
Xincheng Xian,新城县,新城縣,119.723953,29.970999,今浙江富阳市西南新登镇,Xian,县,6,682,4,906,4,40121,POINT,40121,FROM_AC,邹逸麟,满志敏,,2002/7/25,新建,更名
Xindeng Xian,新登县,新登縣,119.723953,29.970999,今浙江富阳市西南新登镇,Xian,县,6,907,4,978,4,40122,POINT,40122,FROM_AC,邹逸麟,满志敏,,2002/7/25,更名,更名
Xincheng Xian,新城县,新城縣,119.723953,29.970999,今浙江富阳市西南新登镇,Xian,县,6,979,4,1911,4,40123,POINT,40123,FROM_AC,邹逸麟,满志敏,,2002/7/25,更名,数据下限
Zhaode Xian,昭德县,昭德縣,119.620968,30.029504,今浙江富阳市西南新登镇西北五十里,Xian,县,6,994,4,994,4,40124,POINT,40124,FROM_FD,邹逸麟,满志敏,,2002/7/25,新建,更名
Nanxin Xian,南新县,南新縣,119.620968,30.029504,今浙江富阳市西南新登镇西北五十里,Xian,县,6,995,4,1071,4,40125,POINT,40125,FROM_FD,邹逸麟,满志敏,,2002/7/25,更名,撤销
Wucheng Xian,乌程县,烏程縣,120.109195,30.796995,今浙江湖州市南云巢,Xian,县,6,-222,4,404,4,40126,POINT,40126,FROM_AC,邹逸麟,满志敏,,2002/7/25,新建,迁移治所
Wucheng Xian,乌程县,烏程縣,120.099312,30.864964,今浙江湖州市治,Xian,县,6,405,4,1911,4,40127,POINT,40127,FROM_AC,邹逸麟,满志敏,,2002/7/25,迁移治所,数据下限
Gui'an Xian,归安县,歸安縣,120.099312,30.864964,今浙江湖州市治,Xian,县,6,982,4,1911,4,40128,POINT,40128,FROM_AC,邹逸麟,满志敏,,2002/7/25,新建,数据下限
Dongqian Xian,东迁县,東遷縣,120.355751,30.863876,今浙江湖州市东东迁镇,Xian,县,6,282,4,475,4,40129,POINT,40129,FROM_FD,邹逸麟,满志敏,,2002/7/25,新建,更名
Dong'an Xian,东安县,東安縣,120.355751,30.863876,今浙江湖州市东东迁镇,Xian,县,6,476,4,476,4,40130,POINT,40130,FROM_FD,邹逸麟,满志敏,,2002/7/25,更名,更名
Dongqian Xian,东迁县,東遷縣,120.355751,30.863876,今浙江湖州市东东迁镇,Xian,县,6,477,4,588,4,40131,POINT,40131,FROM_FD,邹逸麟,满志敏,,2002/7/25,更名,撤销
Pinghu Xian,平湖县,平湖縣,121.012344,30.70422,今浙江平湖市治,Xian,县,6,1430,5,1911,4,40061,POINT,40061,FROM_AC,邹逸麟,满志敏,,2002/7/25,新建,数据下限
Yongkang Xian,永康县,永康縣,119.964065,30.550453,今浙江德清县（武康镇）治,Xian,县,6,280,4,281,4,40133,POINT,40133,FROM_AC,邹逸麟,满志敏,,2002/7/25,更名,更名
Wukang Xian,武康县,武康縣,119.964065,30.550453,今浙江德清县（武康镇）治,Xian,县,6,282,4,588,4,40134,POINT,40134,FROM_AC,邹逸麟,满志敏,,2002/7/25,更名,撤销
Wukang Xian,武康县,武康縣,119.964065,30.550453,今浙江德清县（武康镇）治,Xian,县,6,602,4,1911,4,40135,POINT,40135,FROM_AC,邹逸麟,满志敏,,2002/7/25,新建,数据下限
Changcheng Xian,长城县,長城縣,119.913799,31.012052,今浙江长兴县东二里钮店湾,Xian,县,6,602,4,623,4,40138,POINT,40138,FROM_FD,邹逸麟,满志敏,,2002/7/25,新建,迁移治所
Deqing Xian,德清县,德清縣,120.084801,30.553133,今浙江德清县（武康镇）东城关镇,Xian,县,6,742,4,1911,4,40158,POINT,40158,FROM_AC,邹逸麟,满志敏,,2002/7/25,更名,数据下限
Yong'an Xian,永安县,永安縣,119.964065,30.550453,今浙江德清县（武康镇）治,Xian,县,6,194,4,279,4,40132,POINT,40132,FROM_AC,邹逸麟,满志敏,,2002/7/25,新建,更名
Yong Xian,永县,永縣,120.075075,30.894994,今浙江湖州市西北教场坞,Xian,县,6,195,3,221,3,40377,POINT,40377,FROM_FD,邹逸麟,满志敏,,2002/7/25,新建,撤销
Changshu Xian,常熟县,常熟縣,120.692387,31.539927,今江苏常熟县南常熟故城,Xian,县,6,540,,588,,40378,POINT,40378,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,迁移治所
Changshu Xian,常熟县,常熟縣,120.752904,31.791912,今江苏常熟县西北五十里南沙城,Xian,县,6,589,,623,,40379,POINT,40379,FROM_FD,傅林祥,满志敏,,2002/9/10,迁移治所,迁移治所
Changshu Xian,常熟县,常熟縣,120.733788,31.646582,今江苏常熟市,Xian,县,6,624,,1294,,40380,POINT,40380,FROM_AC,傅林祥,满志敏,,2002/9/10,迁移治所,更名
Changshu Zhou,常熟州,常熟州,120.733788,31.646582,今江苏常熟市,Zhou,州,6,1295,,1368,,40381,POINT,40381,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Changshu Xian,常熟县,常熟縣,120.733788,31.646582,今江苏常熟市区,Xian,县,6,1369,,1911,,40382,POINT,40382,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,数据下限
Zhaowen Xian,昭文县,昭文縣,120.733788,31.646582,今江苏常熟市区,Xian,县,6,1724,,1911,,40383,POINT,40383,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Chongming Zhou,崇明州,崇明州,121.732439,31.606827,今上海市崇明县东合兴乡北,Zhou,州,6,1277,,1351,,40384,POINT,40384,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,迁移治所
Chongming Zhou,崇明州,崇明州,121.602223,31.676575,今上海市崇明县东北富民农场东北长江中,Zhou,州,6,1352,,1368,,40385,POINT,40385,FROM_FD,傅林祥,满志敏,,2002/9/10,迁移治所,更名
Chongming Xian,崇明县,崇明縣,121.602223,31.676575,今上海市崇明县东北富民农村东北长江中,Xian,县,6,1369,,1420,,40386,POINT,40386,FROM_FD,傅林祥,满志敏,,2002/9/10,更名,迁移治所
Chongming Xian,崇明县,崇明縣,121.811735,31.689386,今江苏启东县东和合南江边,Xian,县,6,1421,,1528,,40387,POINT,40387,FROM_FD,傅林祥,满志敏,,2002/9/10,迁移治所,迁移治所
Chongming Xian,崇明县,崇明縣,121.376015,31.818205,今上海市崇明县长征农场至红星农场间,Xian,县,6,1529,,1553,,40388,POINT,40388,FROM_FD,傅林祥,满志敏,,2002/9/10,迁移治所,迁移治所
Chongming Xian,崇明县,崇明縣,121.204899,31.813223,今上海市崇明县西北部三星乡以西,Xian,县,6,1554,,1584,,40389,POINT,40389,FROM_FD,傅林祥,满志敏,,2002/9/10,迁移治所,迁移治所
Chongming Xian,崇明县,崇明縣,121.389893,31.627645,今上海市崇明县治城桥镇,Xian,县,6,1585,,1911,,40390,POINT,40390,FROM_AC,傅林祥,满志敏,,2002/9/10,迁移治所,数据下限
Jiading Xian,嘉定县,嘉定縣,121.249023,31.385845,今上海嘉定县治嘉定镇,Xian,县,6,1222,,1294,,40391,POINT,40391,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,更名
Jiading Zhou,嘉定州,嘉定州,121.249023,31.385845,今上海嘉定县治嘉定镇,Zhou,州,6,1295,,1368,,40392,POINT,40392,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Jiading Xian,嘉定县,嘉定縣,121.249023,31.385845,今上海嘉定县治嘉定镇,Xian,县,6,1369,,1911,,40393,POINT,40393,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,数据下限
Baoshan Xian,宝山县,寶山縣,121.487335,31.407932,今上海宝山区友谊街道,Xian,县,6,1724,,1911,,40394,POINT,40394,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Kunshan Xian,昆山县,昆山縣,121.128433,31.036484,今上海市松江县小昆山,Xian,县,6,535,,588,,40395,POINT,40395,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,撤销
Kunshan Xian,昆山县,昆山縣,120.948234,31.386108,今江苏昆山市,Xian,县,6,598,,1294,,40396,POINT,40396,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,更名
Kunshan Zhou,昆山州,昆山州,120.948234,31.386108,今江苏昆山市,Zhou,州,6,1295,,1313,,40397,POINT,40397,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,迁移治所
Kunshan Zhou,昆山州,昆山州,121.098633,31.451,今江苏太仓市,Zhou,州,6,1314,,1356,,40398,POINT,40398,FROM_AC,傅林祥,满志敏,,2002/9/10,迁移治所,迁移治所
Kunshan Zhou,昆山州,昆山州,120.948234,31.386108,今江苏昆山市,Zhou,州,6,1357,,1368,,40399,POINT,40399,FROM_AC,傅林祥,满志敏,,2002/9/10,迁移治所,更名
Kunshan Xian,昆山县,昆山縣,120.948234,31.386108,今江苏昆山市,Xian,县,6,1369,,1911,,40400,POINT,40400,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,数据下限
Xinyang Xian,新阳县,新陽縣,120.948234,31.386108,今江苏昆山市,Xian,县,6,1724,,1911,,40401,POINT,40401,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Wu Xian,吴县,吳縣,120.618622,31.31271,今江苏苏州市城区,Xian,县,6,-222,,13,,40402,POINT,40402,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,更名
Taide Xian,泰德县,泰德縣,120.618622,31.31271,今江苏苏州市区,Xian,县,6,14,,22,,40403,POINT,40403,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Wu Xian,吴县,吳縣,120.618622,31.31271,今江苏苏州市区,Xian,县,6,23,,590,,40404,POINT,40404,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,迁移治所
Wu Xian,吴县,吳縣,120.588417,31.276867,今江苏吴县西南七子山,Xian,县,6,591,,623,,40405,POINT,40405,FROM_FD,傅林祥,满志敏,,2002/9/10,迁移治所,迁移治所
Wu Xian,吴县,吳縣,120.618622,31.31271,今江苏苏州市区,Xian,县,6,624,,1911,,40406,POINT,40406,FROM_AC,傅林祥,满志敏,,2002/9/10,迁移治所,数据下限
Changzhoy Xian,长洲县,長州縣,120.618622,31.31271,今江苏苏州市,Xian,县,6,696,,1911,,40407,POINT,40407,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Yuanhe Xian,元和县,元和縣,120.618622,31.31271,今江苏苏州市区,Xian,县,6,1724,,1911,,40408,POINT,40408,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Taihu Ting,太湖厅,太湖廳,120.399735,31.090431,今江苏吴县西南东山镇,Ting,厅,6,1736,,1911,,40409,POINT,40409,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Jinghu Ting,靖湖厅,靖湖廳,120.303007,31.119207,今江苏吴县西南西洞庭山后堡,Ting,厅,6,1907,,1911,,40412,POINT,40412,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Wujiang Xian,吴江县,吳江縣,120.637787,31.167065,今江苏吴江县,Xian,县,6,909,,1294,,40413,POINT,40413,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,更名
Wujiang Zhou,吴江州,吳江州,120.637787,31.167065,今江苏吴江县,Zhou,州,6,1295,,1368,,40414,POINT,40414,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Wujiang Xian,吴江县,吳江縣,120.637787,31.167065,今江苏吴江县,Xian,县,6,1369,,1911,,40415,POINT,40415,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,数据下限
Zhenze Xian,震泽县,震澤縣,120.637787,31.167065,今江苏吴江县,Xian,县,6,1724,,1911,,40416,POINT,40416,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Haiyang Xian,海阳县,海陽縣,120.921164,31.726767,今江苏常熟县北,Xian,县,6,479,,588,,40417,POINT,40417,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,撤销
Xinyi Xian,信义县,信義縣,120.858566,31.37319,今江苏昆山市西正仪,Xian,县,6,507,,588,,40418,POINT,40418,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,撤销
Haiyu Xian,海虞县,海虞縣,120.733788,31.646582,今江苏常熟市区,Xian,县,6,283,,588,,40419,POINT,40419,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,撤销
Xingguo Xian,兴国县,興國縣,120.952377,31.607964,今江苏常熟市东支塘,Xian,县,6,507,,588,,40420,POINT,40420,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,撤销
Nansha Xian,南沙县,南沙縣,120.709068,31.79262,今江苏张家港市东南,Xian,县,6,341,,588,,40421,POINT,40421,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,撤销
Qianjing Xian,前京县,前京縣,121.414937,30.702261,今上海金山县南大金山岛北麓,Xian,县,6,508,,588,,40422,POINT,40422,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,撤销
Xupu Xian,胥浦县,胥浦縣,121.152542,30.870888,今上海金山县西南与浙江平湖县接壤处一带,Xian,县,6,534,,556,,40423,POINT,40423,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,撤销
Lou Xian,娄县,婁縣,120.953649,31.394462,今江苏昆山县城东北侧,Xian,县,6,-222,3,13,3,40424,POINT,40424,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,更名
Louzhi Xian,娄治县,婁治縣,120.953649,31.394462,今江苏昆山县城东北侧,Xian,县,6,14,,22,,40425,POINT,40425,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Lou Xian,娄县,婁縣,120.953649,31.394462,今江苏昆山县城东北侧,Xian,县,6,23,3,506,4,40426,POINT,40426,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,撤销
Zhenyang Xian,镇洋县,鎮洋縣,121.098633,31.451,今江苏太仓县,Xian,县,6,1724,,1911,,40427,POINT,40427,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Taicang Zhou,太仓州,太倉州,121.098633,31.451,今江苏太仓县,Zhou,州,6,1497,,1723,,40428,POINT,40428,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,撤销
Jiyang Xian,暨阳县,暨陽縣,120.376463,31.797197,今江苏江阴市东南长寿南,Xian,县,6,281,,554,,40429,POINT,40429,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,撤销
Jiyang Xian,暨阳县,暨陽縣,120.376463,31.797197,今江苏江阴市东南长寿南,Xian,县,6,620,,625,,40430,POINT,40430,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,撤销
Licheng Xian,利城县,利城縣,120.045325,31.880888,今江苏江阴市西璜土东侧,Xian,县,6,424,,588,,40431,POINT,40431,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,撤销
Licheng Xian,利城县,利城縣,120.045325,31.880888,今江苏江阴市西璜土东侧,Xian,县,6,620,,625,,40432,POINT,40432,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,撤销
Liangfeng Xian,梁丰县,梁豐縣,120.543289,31.857283,今江苏沙洲县杨舍镇附近,Xian,县,6,555,,588,,40433,POINT,40433,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,撤销
Jiangyin Xian,江阴县,江陰縣,120.26609,31.90877,今江苏江阴市,Xian,县,6,555,,1290,,40434,POINT,40434,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,撤销
Jiangyin Zhou,江阴州,江陰州,120.26609,31.90877,今江苏江阴市,Zhou,州,6,1291,,1291,,40435,POINT,40435,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,撤销
Jiangyin Xian,江阴县,江陰縣,120.26609,31.90877,今江苏江阴市,Xian,县,6,1367,,1911,,40436,POINT,40436,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Jingjiang Xian,靖江县,靖江縣,120.263184,32.014404,今江苏靖江县治,Xian,县,6,1471,,1911,,40437,POINT,40437,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Wuxi Xian,无锡县,無錫縣,120.297668,31.574614,今江苏无锡市区,Xian,县,6,-202,,-111,,40438,POINT,40438,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,更名
Wuxi Houguo,无锡侯国,無錫侯國,120.297668,31.574614,今江苏无锡市区,Xian,县,6,-110,,-90,,40439,POINT,40439,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Wuxi Xian,无锡县,無錫縣,120.297668,31.574614,今江苏无锡市区,Xian,县,6,-89,,13,,40440,POINT,40440,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Youxi Xian,有锡县,有錫縣,120.297668,31.574614,今江苏无锡市区,Xian,县,6,14,,22,,40441,POINT,40441,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Wuxi Xian,无锡县,無錫縣,120.297668,31.574614,今江苏无锡市区,Xian,县,6,23,,57,,40442,POINT,40442,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Wuxi Houguo,无锡侯国,無錫侯國,120.297668,31.574614,今江苏无锡市区,Xian,县,6,58,,189,,40443,POINT,40443,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Wuxi Xian,无锡县,無錫縣,120.297668,31.574614,今江苏无锡市区,Xian,县,6,190,,221,,40444,POINT,40444,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,撤销
Wuxi Xian,无锡县,無錫縣,120.297668,31.574614,今江苏无锡市区,Xian,县,6,281,,1294,,40445,POINT,40445,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,更名
Wuxi Zhou,无锡州,無錫州,120.297668,31.574614,今江苏无锡市区,Zhou,州,6,1295,,1368,,40446,POINT,40446,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Wuxi Xian,无锡县,無錫縣,120.297668,31.574614,今江苏无锡市治,Xian,县,6,1369,,1911,,40447,POINT,40447,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,数据下限
Jingui Xian,金匮县,金匱縣,120.297668,31.574614,今江苏无锡市治,Xian,县,6,1724,,1911,,40448,POINT,40448,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Piling Xian,毗陵县,毗陵縣,119.952301,31.782784,今江苏常州市,Xian,县,6,-202,,13,,40449,POINT,40449,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,更名
Pitan Xian,毗坛县,毗潭縣,119.952301,31.782784,今江苏常州市,Xian,县,6,14,,22,,40450,POINT,40450,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Piling Xian,毗陵县,毗陵縣,119.952301,31.782784,今江苏常州市,Xian,县,6,23,,412,,40451,POINT,40451,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Jinling Xian,晋陵县,晉陵縣,119.952301,31.782784,今江苏常州市,Xian,县,6,413,,1356,,40452,POINT,40452,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Jinglin Xian,京临县,京臨縣,119.952301,31.782784,今江苏常州市区,Xian,县,6,1357,,1357,,40453,POINT,40453,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,撤销
Wujin Xian,武进县,武進縣,119.800534,32.01322,今江苏武进县西北七十里万绥,Xian,县,6,282,,501,,40454,POINT,40454,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,更名
Lanling Xian,兰陵县,蘭陵縣,119.800534,32.01322,今江苏武进县西北七十里万绥,Xian,县,6,502,,588,,40455,POINT,40455,FROM_FD,傅林祥,满志敏,,2002/9/10,更名,撤销
Wujin Xian,武进县,武進縣,119.800534,32.01322,今江苏武进县西北七十里万绥,Xian,县,6,620,,633,,40456,POINT,40456,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,撤销
Wujin Xian,武进县,武進縣,119.952301,31.782784,今江苏常州市区,Xian,县,6,666,,1356,,40457,POINT,40457,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,更名
Yongding Xian,永定县,永定縣,119.952301,31.782784,今江苏常州市区,Xian,县,6,1357,,1361,,40458,POINT,40458,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Wujin Xian,武进县,武進縣,119.952301,31.782784,今江苏常州市区,Xian,县,6,1362,,1911,,40459,POINT,40459,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,数据下限
Yanghu Xian,阳湖县,陽湖縣,119.952301,31.782784,今江苏常州市治,Xian,县,6,1724,,1911,,40460,POINT,40460,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Yangxian Xian,阳羡县,陽羨縣,119.815624,31.353706,今江苏宜兴县城南五里,Xian,县,6,-222,,-196,,40461,POINT,40461,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,更名
Yangxian Houguo,阳羡侯国,陽羨侯國,119.815624,31.353706,今江苏宜兴县城南五里,Houguo,侯国,6,-195,,-169,,40462,POINT,40462,FROM_FD,傅林祥,满志敏,,2002/9/10,更名,更名
Yangxian Xian,阳羡县,陽羨縣,119.815624,31.353706,今江苏宜兴县城南五里,Xian,县,6,-168,,588,,40463,POINT,40463,FROM_FD,傅林祥,满志敏,,2002/9/10,更名,更名和迁移治所
Linjin Xian,临津县,臨津縣,119.689876,31.449558,今江苏宜兴县西北五十里,Xian,县,6,304,,588,,40464,POINT,40464,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,撤销
Linjin Xian,临津县,臨津縣,119.689876,31.449558,今江苏宜兴县西北五十里,Xian,县,6,624,,624,,40465,POINT,40465,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,撤销
Guoshan Xian,国山县,國山縣,119.713349,31.305781,今江苏宜兴县西南五十里,Xian,县,6,304,,588,,40467,POINT,40467,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,撤销
Sui'an Xian,绥安县,綏安縣,119.630355,31.254994,今江苏宜兴县西南八十里,Xian,县,6,422,,556,,40468,POINT,40468,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,撤销
Yixing Xian,宜兴县,宜興縣,119.814385,31.363638,今江苏宜兴县城区,Xian,县,6,976,,1277,,40469,POINT,40469,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Yixing Xian,宜兴县,宜興縣,119.814385,31.363638,今江苏宜兴市,Xian,县,6,1283,,1294,,40470,POINT,40470,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Yixing Zhou,宜兴州,宜興州,119.814385,31.363638,今江苏宜兴市,Zhou,州,6,1295,,1357,,40471,POINT,40471,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Jianning Zhou,建宁州,建寧州,119.814385,31.363638,今江苏宜兴县治,Zhou,州,6,1358,,1358,,40472,POINT,40472,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Yixing Zhou,宜兴州,宜興州,119.814385,31.363638,今江苏宜兴县治,Zhou,州,6,1359,,1368,,40473,POINT,40473,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Yixing Xian,宜兴县,宜興縣,119.814385,31.363638,今江苏宜兴县治,Xian,县,6,1369,,1911,,40474,POINT,40474,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,数据下限
jingxi Xian,荆溪县,荊溪縣,119.814385,31.363638,今江苏宜兴县治,Xian,县,6,1724,,1911,,40475,POINT,40475,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Yangxian Xian,阳羡县,陽羨縣,119.815624,31.353706,今江苏宜兴县城南5里,Xian,县,6,624,,624,,40476,POINT,40476,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,撤销
Chuansha Xian,川沙厅,川沙廳,121.69783,31.197155,上海市浦东新区川沙镇,Ting,厅,6,1812,4,1911,6,25910,POINT,40477,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Lou Xian,娄县,婁縣,121.227638,31.009476,上海市松江县松江镇,Xian,县,6,1656,6,1911,6,40478,POINT,40478,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Nanhui Xian,南汇县,南匯縣,121.7519,31.055321,上海市南汇县惠南镇,Xian,县,6,1724,6,1911,6,40480,POINT,40480,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Jinshan Xian,金山县,金山縣,121.158066,30.901216,上海市金山县朱泾镇,Xian,县,6,1724,6,1730,4,40487,POINT,40487,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,迁移治所
Jinshan Xian,金山县,金山縣,121.318619,30.729607,上海金山县南金山卫,Xian,县,6,1731,4,1758,4,40488,POINT,40488,FROM_AC,傅林祥,满志敏,,2002/9/10,迁移治所,迁移治所
Fengxian Xian,奉贤县,奉賢縣,121.455284,30.915609,上海奉贤县治南桥镇,Xian,县,6,1724,4,1730,4,40489,POINT,40489,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,迁移治所
Fengxian Xian,奉贤县,奉賢縣,121.647606,30.91482,上海奉贤县东奉城镇,Xian,县,6,1731,4,1911,6,40490,POINT,40490,FROM_AC,傅林祥,满志敏,,2002/9/10,迁移治所,数据下限
Fuquan Xian,福泉县,福泉縣,121.107758,31.144772,上海市青浦县青浦镇,Xian,县,6,1724,4,1742,4,25901,POINT,40491,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,撤销
Huating Xian,华亭县,華亭縣,121.227638,31.009476,上海市松江县松江镇,Xian,县,6,751,4,1276,4,25874,POINT,40493,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,更名
Huating Fu,华亭府,華亭府,121.227638,31.009476,上海市松江县松江镇,Fu,府,6,1277,4,1277,4,25989,POINT,40494,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,更名
Huating Xian,华亭县,華亭縣,121.227638,31.009476,上海市松江县松江镇,Xian,县,6,1278,4,1911,6,40495,POINT,40495,FROM_AC,傅林祥,满志敏,,2002/9/10,更名,数据下限
Shanghai Xian,上海县,上海縣,121.486763,31.224427,上海市南市区老城厢,Xian,县,6,1292,4,1911,6,40502,POINT,40502,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,数据下限
Qingpu Xian,青浦县,青浦縣,121.107758,31.144772,上海市青浦县青浦镇,Xian,县,6,1573,4,1911,6,40504,POINT,40504,FROM_AC,傅林祥,满志敏,,2002/9/10,新建,数据下限
Jinshan Xian,金山县,金山縣,121.158066,30.901216,上海市金山县朱泾镇,Xian,县,6,1759,4,1767,6,40505,POINT,40505,FROM_AC,傅林祥,满志敏,,2002/9/10,迁移治所,迁移治所
Jinshan Xian,金山县,金山縣,121.318619,30.729607,上海金山县南金山卫,Xian,县,6,1768,6,1795,4,40506,POINT,40506,FROM_AC,傅林祥,满志敏,,2002/9/10,迁移治所,迁移治所
Qingpu Xian,青浦县,青浦縣,121.167557,31.25068,上海青浦县东北旧青浦,Xian,县,6,1542,6,1552,4,25895,POINT,40507,FROM_FD,傅林祥,满志敏,,2002/9/10,新建,撤销
Jinshan Xian,金山县,金山縣,121.158066,30.901216,上海市金山县朱泾镇,Xian,县,6,1796,4,1911,6,40508,POINT,40508,FROM_AC,傅林祥,满志敏,,2002/9/10,迁移治所,数据下限
Hushu Houguo,胡孰侯国,湖孰侯國,118.979668,31.859503,今江苏江宁县东南湖熟镇,Houguo,侯国,6,-128,,-113,,40509,POINT,40509,FROM_AC,王文楚,满志敏,,2002/9/30,新建,更名
Hushu Xian,胡孰县,湖孰縣,118.979668,31.859503,今江苏江宁县东南湖熟镇,Xian,县,6,-112,,29,,40510,POINT,40510,FROM_AC,王文楚,满志敏,,2002/9/30,更名,更名
Hushu Houguo,湖熟侯国,湖熟侯國,118.979668,31.859503,今江苏江宁县东南湖熟镇,Houguo,侯国,6,30,,189,,40511,POINT,40511,FROM_AC,王文楚,满志敏,,2002/9/30,更名,更名
