id,NAME_PY,NAME_CH,NAME_FT,X_COOR,Y_COOR,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GEOCOMPLR,CHECKER,END_DATE,BEG_CHG_TY,END_CHG_TY
3833,Nanlangxiepengcheng Jun,南琅邪彭城郡,南琅邪彭城郡,118.771347,32.059002,今南京市北,Qiaojun,侨郡,3,502,4,577,4,90598,POINT,32373,FROM_FD,王文楚,满志敏,,,新建,更名
3834,Piling Jun,毗陵郡,毗陵郡,119.952301,31.782784,今江苏镇江市,Jun,郡,3,289,4,310,4,32374,POINT,32374,FROM_AC,傅林祥,满志敏,,,迁移治所,更名和迁移治所
3835,Jinling Jun,晋陵郡,晉陵郡,119.952301,31.782784,今江苏常州市区,Jun,郡,3,413,4,588,4,90560,POINT,32375,FROM_AC,傅林祥,满志敏,,,迁移治所,撤销
3836,Chang Zhou,常州,常州,120.752904,31.791912,今江苏常熟县西北五十里南沙城,Zhou,州,3,589,3,606,5,90191,POINT,32024,FROM_FD,傅林祥,满志敏,,,新建,撤销
3837,Piling Jun,毗陵郡,毗陵郡,119.952301,31.782784,今江苏常州市区,Jun,郡,3,607,6,619,4,90192,POINT,32380,FROM_AC,傅林祥,满志敏,,,新建,更名
3838,Chang Zhou,常州,常州,119.952301,31.782784,今江苏常州市区,Zhou,州,3,620,4,741,4,90561,POINT,32381,FROM_AC,傅林祥,满志敏,,,更名,更名
3839,Jinling Jun,晋陵郡,晉陵郡,119.952301,31.782784,今江苏常州市区,Jun,郡,3,742,4,757,4,90197,POINT,32030,FROM_AC,傅林祥,满志敏,,,更名,更名
3840,Chang Zhou,常州,常州,119.952301,31.782784,今江苏常州市区,Zhou,州,3,758,4,1276,4,90562,POINT,32386,FROM_AC,傅林祥,满志敏,,,更名,更名
3841,Changzhou Lu,常州路,常州路,119.952301,31.782784,今江苏常州市区,Lu,路,3,1277,4,1356,6,90563,POINT,32392,FROM_AC,傅林祥,满志敏,,,更名,更名
3842,Changzhou Fu,常州府,常州府,119.952301,31.782784,今江苏常州市区,Fu,府,3,1357,6,1911,5,90564,POINT,32394,FROM_AC,傅林祥,满志敏,,,更名,数据下限
3843,Jiangyin Jun,江阴郡,江陰郡,120.26609,31.90877,今江苏江阴市区,Jun,郡,3,555,4,588,4,90209,POINT,32042,FROM_AC,傅林祥,满志敏,,,新建,撤销
3844,Ji Zhou,暨州,暨州,120.26609,31.90877,今江苏江阴市,Zhou,州,3,620,4,625,4,90210,POINT,32398,FROM_AC,傅林祥,满志敏,,,新建,撤销
3845,Jiangyin Jun,江阴军,江陰軍,120.26609,31.90877,今江苏江阴市,Jun,军,3,940,3,989,4,90211,POINT,32399,FROM_AC,傅林祥,满志敏,,,新建,撤销
3846,Jiangyin Jun,江阴军,江陰軍,120.26609,31.90877,今江苏江阴市,Jun,军,3,992,4,1070,4,90212,POINT,32400,FROM_AC,傅林祥,满志敏,,,新建,撤销
3847,Jiangyin Jun,江阴军,江陰軍,120.26609,31.90877,今江苏江阴市,Jun,军,3,1128,4,1156,4,90213,POINT,32046,FROM_AC,傅林祥,满志敏,,,新建,撤销
3848,Jiangyin Jun,江阴军,江陰軍,120.26609,31.90877,今江苏江阴市,Jun,军,3,1161,4,1276,4,90214,POINT,32402,FROM_AC,傅林祥,满志敏,,,新建,更名
3849,Jiangyin Lu,江阴路,江陰路,120.26609,31.90877,今江苏江阴市,Lu,路,3,1277,4,1290,4,90215,POINT,32048,FROM_AC,傅林祥,满志敏,,,更名,撤销
3850,Jiangyin Zhou,江阴州,江陰州,120.26609,31.90877,今江苏江阴市,Zhou,州,3,1292,4,1363,4,90216,POINT,32404,FROM_AC,傅林祥,满志敏,,,新建,更名
3851,Lianyang Zhou,连洋州,連陽州,120.26609,31.90877,今江苏江阴市,Zhou,州,3,1364,4,1364,4,90217,POINT,32405,FROM_AC,傅林祥,满志敏,,,更名,更名
3852,Jiangyin Zhou,江阴州,江陰州,120.26609,31.90877,今江苏江阴市,Zhou,州,3,1365,4,1366,4,90218,POINT,32406,FROM_AC,傅林祥,满志敏,,,更名,撤销
3853,Guiji Jun,会稽郡,會稽郡,120.618622,31.31271,今江苏苏州市区,Jun,郡,3,-222,2,128,4,90219,POINT,32052,FROM_AC,傅林祥,满志敏,,,新建,迁移治所
3854,Wu Jun,吴郡,吳郡,120.618622,31.31271,今江苏苏州市区,Jun,郡,3,129,4,548,5,90567,POINT,32054,FROM_AC,傅林祥,满志敏,,,新建,更名
3855,Wu Zhou,吴州,吴州,120.618622,31.31271,今江苏苏州市区,Zhou,州,3,549,4,549,4,90225,POINT,32413,FROM_AC,傅林祥,满志敏,,,更名,更名
3856,Wu Jun,吴郡,吳郡,120.618622,31.31271,今江苏苏州市区,Jun,郡,3,550,5,588,4,90566,POINT,32059,FROM_AC,傅林祥,满志敏,,,更名,辖区扩大
3857,Su Zhou,苏州,蘇州,120.618622,31.31271,今江苏苏州市区,Zhou,州,3,589,4,590,4,90230,POINT,32418,FROM_AC,傅林祥,满志敏,,,更名,迁移治所
3858,Su Zhou,苏州,蘇州,120.588417,31.276867,今江苏苏州市西横塘乡新郭村,Zhou,州,3,591,4,606,4,90231,POINT,32064,FROM_AC,傅林祥,满志敏,,,迁移治所,更名
3859,Wu Jun,吴郡,吳郡,120.588417,31.276867,今江苏苏州市西横塘乡新郭村,Jun,郡,3,607,4,620,4,90565,POINT,32067,FROM_AC,傅林祥,满志敏,,,更名,更名
3860,Su Zhou,苏州,蘇州,120.588417,31.276867,今江苏苏州市西横塘乡新郭村,Zhou,州,3,621,4,623,4,90235,POINT,32068,FROM_AC,傅林祥,满志敏,,,更名,迁移治所
3861,Su Zhou,苏州,蘇州,120.618622,31.31271,今江苏苏州市区,Zhou,州,3,624,4,741,4,90236,POINT,32069,FROM_AC,傅林祥,满志敏,,,迁移治所,更名
3862,Wu Jun,吴郡,吳郡,120.618622,31.31271,今江苏苏州市区,Jun,郡,3,742,4,757,4,90237,POINT,32070,FROM_AC,傅林祥,满志敏,,,更名,更名
3863,Su Zhou,苏州,蘇州,120.618622,31.31271,今江苏苏州市区,Zhou,州,3,758,4,1112,4,90582,POINT,32071,FROM_AC,傅林祥,满志敏,,,更名,更名
3864,Pingjiang Fu,平江府,平江府,120.618622,31.31271,今江苏苏州市区,Fu,府,3,1113,4,1275,4,90240,POINT,32073,FROM_AC,傅林祥,满志敏,,,更名,更名
3865,Pingjiang Lu,平江路,平江路,120.618622,31.31271,今江苏苏州市区,Lu,路,3,1276,4,1355,4,90241,POINT,32429,FROM_AC,傅林祥,满志敏,,,更名,更名
3866,Longping Fu,隆平府,隆平府,120.618622,31.31271,今江苏苏州市区,Fu,府,3,1356,4,1356,4,90242,POINT,32430,FROM_AC,傅林祥,满志敏,,,更名,更名
3867,Pingjiang Lu,平江路,平江路,120.618622,31.31271,今江苏苏州市区,Lu,路,3,1357,4,1366,4,90243,POINT,32431,FROM_AC,傅林祥,满志敏,,,更名,更名
3868,Suzhou Fu,苏州府,蘇州府,120.618622,31.31271,今江苏苏州市区,Fu,府,3,1367,4,1911,5,90569,POINT,32432,FROM_AC,傅林祥,满志敏,,,更名,数据下限
3869,Xinyi Jun,信义郡,信义郡,120.709068,31.79262,今江苏常熟县西北五十里,Jun,郡,3,507,4,588,4,90570,POINT,32435,FROM_FD,傅林祥,满志敏,,,新建,撤销
3870,Taicang Zhou,太仓州,太倉州,121.098633,31.451,今江苏太仓县城区,Zhilizhou,直隶州,3,1724,6,1911,5,90249,POINT,32082,FROM_AC,傅林祥,满志敏,,,新建,数据下限
3871,Songjiang Fu,松江府,松江府,121.227638,31.009476,今上海市松江县,Fu,府,3,1328,4,1911,5,90261,POINT,32439,FROM_AC,傅林祥,满志敏,,,新建,数据下限
3872,Nanxing Zhou,南兴州,南興州,119.814385,31.363638,今江苏宜兴县,Zhou,州,3,624,4,624,4,90254,POINT,32085,FROM_AC,傅林祥,满志敏,,,新建,撤销
3873,Xiu Zhou,秀州,秀州,120.753204,30.767469,今浙江嘉兴县,Zhou,州,3,939,5,1194,4,90256,POINT,32444,FROM_AC,邹逸麟,满志敏,,,新建,更名
3874,Jiaxing Fu,嘉兴府,嘉興府,120.753204,30.767469,今浙江嘉兴县,Fu,府,3,1195,4,1276,5,90257,POINT,32090,FROM_AC,邹逸麟,满志敏,,,更名,更名
3875,Jiaxing Lu,嘉兴路,嘉興路,120.753204,30.767469,今浙江嘉兴县,Lu,路,3,1277,5,1365,5,90571,POINT,32091,FROM_AC,邹逸麟,满志敏,,,更名,更名
3876,Wuyuan Jun,武原郡,武原郡,120.932022,30.517859,今浙江海盐县,Jun,郡,3,549,5,551,4,90259,POINT,32092,FROM_AC,傅林祥,满志敏,,,新建,撤销
3877,Haining Jun,海宁郡,海寧郡,120.537499,30.40628,今浙江海宁县盐官镇,Jun,郡,3,558,6,559,3,90260,POINT,32093,FROM_AC,傅林祥,满志敏,,,新建,撤销
3878,Songjiang Fu,松江府,松江府,121.227638,31.009476,今上海市松江县,Fu,府,3,1292,4,1325,4,90251,POINT,32438,FROM_AC,傅林祥,满志敏,,,新建,撤销
3879,Jiaxing Fu,嘉兴府,嘉興府,120.753204,30.767469,今浙江嘉兴县,Fu,府,3,1366,5,1911,5,90120,POINT,32081,FROM_AC,邹逸麟,满志敏,,,更名,数据下限
3880,She Zhou,歙州,歙州,117.930214,29.933117,今安徽黟县（碧阳镇）治,Zhou,州,3,591,4,606,4,32445,POINT,32445,FROM_AC,邹逸麟,满志敏,,2003/8/26,新建,更名和迁移治所
3881,Xin'an Jun,新安郡,新安郡,118.224747,29.782717,今安徽休宁县东万安,Jun,郡,3,607,4,617,3,32446,POINT,32446,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名和迁移治所,迁移治所
3882,Xin'an Jun,新安郡,新安郡,118.433945,29.86577,今安徽歙县（徽城镇）治,Jun,郡,3,618,3,620,3,32447,POINT,32447,FROM_AC,邹逸麟,满志敏,,2003/8/26,迁移治所,更名
3883,She Zhou,歙州,歙州,118.433945,29.86577,今安徽歙县（徽城镇）治,Zhou,州,3,621,3,741,4,32448,POINT,32448,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3884,Xin'an Jun,新安郡,新安郡,118.433945,29.86577,今安徽歙县（徽城镇）治,Jun,郡,3,742,4,757,4,32449,POINT,32449,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3885,She Zhou,歙州,歙州,118.433945,29.86577,今安徽歙县（徽城镇）治,Zhou,州,3,758,4,1120,4,32450,POINT,32450,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3886,Hui Zhou,徽州,徽州,118.433945,29.86577,今安徽歙县（徽城镇）治,Zhou,州,3,1121,4,1276,4,32451,POINT,32451,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3887,Huizhou Lu,徽州路,徽州路,118.433945,29.86577,今安徽歙县（徽城镇）治,Lu,路,3,1277,4,1356,5,32452,POINT,32452,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3888,Xing'an Fu,兴安府,興安府,118.433945,29.86577,今安徽歙县（徽城镇）治,Fu,府,3,1357,5,1366,4,32453,POINT,32453,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3889,Huizhou Fu,徽州府,徽州府,118.433945,29.86577,今安徽歙县（徽城镇）治,Fu,府,3,1367,4,1911,5,32454,POINT,32454,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,数据下限
3890,Chi Zhou,池州,池州,117.481834,30.654661,今安徽池州市治,Zhou,州,3,766,4,1276,4,32455,POINT,32455,FROM_AC,邹逸麟,满志敏,,2003/8/26,新建,更名
3891,Chizhou Lu,池州路,池州路,117.481834,30.654661,今安徽池州市治,Lu,路,3,1277,4,1360,4,32456,POINT,32456,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3892,Chizhou Fu,池州府,池州府,117.481834,30.654661,今安徽池州市治,Fu,府,3,1361,4,1911,5,32457,POINT,32457,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,数据下限
3893,Taiping Zhou,太平州,太平州,118.483437,31.555685,今安徽当涂县治,Zhou,州,3,977,4,1276,4,32458,POINT,32458,FROM_AC,邹逸麟,满志敏,,2003/8/26,新建,更名
3894,Taiping Lu,太平路,太平路,118.483437,31.555685,今安徽当涂县治,Lu,路,3,1277,4,1354,5,32459,POINT,32459,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3895,Taiping Fu,太平府,太平府,118.483437,31.555685,今安徽当涂县治,Fu,府,3,1355,5,1911,5,32460,POINT,32460,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,数据下限
3896,Guangde Jun,广德军,廣德軍,119.420189,30.894686,今安徽广德县治,Jun,军,3,979,4,1276,4,32461,POINT,32461,FROM_AC,邹逸麟,满志敏,,2003/8/26,新建,更名
3897,Guangde Lu,广德路,廣德路,119.420189,30.894686,今安徽广德县治,Lu,路,3,1277,4,1355,5,32462,POINT,32462,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3898,Guangxing Fu,广兴府,廣興府,119.420189,30.894686,今安徽广德县治,Fu,府,3,1356,5,1370,5,32463,POINT,32463,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3899,Guangde Zhou,广德州,廣德州,119.420189,30.894686,今安徽广德县治,Zhilizhou,直隶州,3,1371,5,1911,5,32464,POINT,32464,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,数据下限
3900,Xinning Jun,新宁郡,新寧郡,118.224747,29.782717,今安徽休宁县东万安,Jun,郡,3,553,4,564,4,32465,POINT,32465,FROM_AC,邹逸麟,满志敏,,2003/8/26,新建,撤销
3901,Xuancheng Jun,宣城郡,宣城郡,118.7425,30.946941,今安徽宣州市治,Jun,郡,3,281,4,461,4,32466,POINT,32466,FROM_AC,邹逸麟,满志敏,,2003/8/26,新建,迁移治所
3902,Chi Zhou,池州,池州,117.227623,30.482548,今安徽池州市西南铜山,Zhou,州,3,621,4,626,4,32467,POINT,32467,FROM_AC,邹逸麟,满志敏,,2003/8/26,新建,撤销
3903,You Zhou,猷州,猷州,118.259911,30.590201,今安徽泾县西南安吴,Zhou,州,3,620,4,624,4,32468,POINT,32468,FROM_AC,邹逸麟,满志敏,,2003/8/26,新建,撤销
3904,Nanling Jun,南陵郡,南陵郡,118.041,31.171691,今安徽繁昌县西北芦南,Jun,郡,3,525,4,588,4,32469,POINT,32469,FROM_AC,邹逸麟,满志敏,,2003/8/26,新建,撤销
3905,Xuan Zhou,宣州,宣州,118.7425,30.946941,今安徽宣州市治,Zhou,州,3,589,4,606,5,32470,POINT,32470,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3906,Xuancheng Jun,宣城郡,宣城郡,118.7425,30.946941,今安徽宣州市治,Jun,郡,3,607,5,619,4,32471,POINT,32471,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3907,Xuan Zhou,宣州,宣州,118.7425,30.946941,今安徽宣州市治,Zhou,州,3,620,4,741,4,32472,POINT,32472,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3908,Xuancheng Jun,宣城郡,宣城郡,118.7425,30.946941,今安徽宣州市治,Jun,郡,3,742,4,757,4,32473,POINT,32473,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3909,Xuan Zhou,宣州,宣州,118.7425,30.946941,今安徽宣州市治,Zhou,州,3,758,4,1165,4,32474,POINT,32474,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3910,Ningguo Fu,宁国府,寧國府,118.7425,30.946941,今安徽宣州市治,Fu,府,3,1166,4,1276,4,32475,POINT,32475,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3911,Ningguo Lu,宁国路,寧國路,118.7425,30.946941,今安徽宣州市治,Lu,路,3,1277,4,1356,5,32476,POINT,32476,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3912,Ningguo Fu,宁国府,寧國府,118.7425,30.946941,今安徽宣州市治,Fu,府,3,1357,5,1360,5,32477,POINT,32477,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3913,Xuancheng Fu,宣城府,宣城府,118.7425,30.946941,今安徽宣州市治,Fu,府,3,1361,5,1365,5,32478,POINT,32478,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3914,Xuanzhou Fu,宣州府,宣州府,118.7425,30.946941,今安徽宣州市治,Fu,府,3,1366,5,1366,5,32479,POINT,32479,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,更名
3915,Ningguo Fu,宁国府,寧國府,118.7425,30.946941,今安徽宣州市治,Fu,府,3,1367,5,1911,5,32480,POINT,32480,FROM_AC,邹逸麟,满志敏,,2003/8/26,更名,数据下限
3916,Nanyu Zhou,南豫州,南豫州,118.483437,31.555685,今安徽当涂县治,Zhou,州,3,620,4,624,4,32481,POINT,32481,FROM_AC,邹逸麟,满志敏,,2003/8/26,新建,撤销
3917,Tao Zhou,桃州,桃州,119.420189,30.894686,今安徽广德县治,Zhou,州,3,620,4,623,4,32482,POINT,32482,FROM_AC,邹逸麟,满志敏,,2003/8/26,新建,撤销
3918,Xuancheng Jun,宣城郡,宣城郡,118.45684,31.426515,今安徽宣州市治,Jun,郡,3,462,4,463,4,97031,POINT,32637,FROM_AC,邹逸麟,满志敏,,2003/8/26,迁移治所,迁移治所
3919,Xuancheng Jun,宣城郡,宣城郡,118.7425,30.946941,今安徽宣州市治,Jun,郡,3,464,4,588,4,32638,POINT,32638,FROM_AC,邹逸麟,满志敏,,2003/8/26,迁移治所,更名
3920,Jianwu Jun,建武军,建武軍,116.627449,27.559717,江西南城县,Jun,军,3,969,4,978,4,97172,POINT,32521,FROM_AC,钱林书,满志敏,,2004/6/10,新建,更名
3921,Jianchang Jun,建昌军,建昌軍,116.627449,27.559717,江西南城县,Jun,军,3,979,4,1276,4,32522,POINT,32522,FROM_AC,钱林书,满志敏,,2004/6/10,更名,更名
3922,Jianchang Lu,建昌路,建昌路,116.627449,27.559717,江西南城县,Lu,路,3,1277,4,1361,5,32523,POINT,32523,FROM_AC,钱林书,满志敏,,2004/6/10,更名,更名
3923,Jianchang Fu,建昌府,建昌府,116.627449,27.559717,江西南城县,Fu,府,3,1362,5,1911,6,32524,POINT,32524,FROM_AC,钱林书,满志敏,,2004/6/10,更名,数据下限
3924,Linchuan Jun,临川郡,臨川郡,116.756582,27.466871,江西南城县洪门镇东南水库中,Jun,郡,3,257,4,264,2,32525,POINT,32525,FROM_FD,钱林书,满志敏,,2004/6/10,新建,迁移治所
3925,Linchuan Jun,临川郡,臨川郡,116.338577,27.985129,江西临川市西五里,Jun,郡,3,265,2,479,3,32526,POINT,32526,FROM_FD,钱林书,满志敏,,2004/6/10,迁移治所,迁移治所
3926,Linchuan Jun,临川郡,臨川郡,116.627449,27.559717,江西南城县,Jun,郡,3,480,3,501,2,32527,POINT,32527,FROM_AC,钱林书,满志敏,,2004/6/10,迁移治所,迁移治所
3927,Linchuan Jun,临川郡,臨川郡,116.338577,27.985129,江西临川市西五里,Jun,郡,3,502,2,588,4,32528,POINT,32528,FROM_FD,钱林书,满志敏,,2004/6/10,迁移治所,更名
3928,Fu Zhou,抚州,撫州,116.338577,27.985129,江西临川市西五里,Zhou,州,3,589,4,606,4,32529,POINT,32529,FROM_FD,钱林书,满志敏,,2004/6/10,更名,更名
3929,Linchuan Jun,临川郡,臨川郡,116.338577,27.985129,江西临川市西五里,Jun,郡,3,607,4,621,4,32530,POINT,32530,FROM_FD,钱林书,满志敏,,2004/6/10,更名,更名
3930,Fu Zhou,抚州,撫州,116.338577,27.985129,江西临川市西五里,Zhou,州,3,622,4,741,4,32531,POINT,32531,FROM_FD,钱林书,满志敏,,2004/6/10,更名,更名
3931,Linchuan Jun,临川郡,臨川郡,116.338577,27.985129,江西临川市西五里,Jun,郡,3,742,4,757,4,97175,POINT,32532,FROM_FD,钱林书,满志敏,,2004/6/10,更名,更名
3932,Fu Zhou,抚州,撫州,116.338577,27.985129,江西临川市西五里,Zhou,州,3,758,4,761,4,32533,POINT,32533,FROM_FD,钱林书,满志敏,,2004/6/10,更名,迁移治所
3933,Fu Zhou,抚州,撫州,116.351341,27.984781,江西临川市,Zhou,州,3,762,4,1276,4,32534,POINT,32534,FROM_AC,钱林书,满志敏,,2004/6/10,迁移治所,更名
3934,Fuzhou Lu,抚州路,撫州路,116.351341,27.984781,江西临川市,Lu,路,3,1277,4,1361,4,97161,POINT,32535,FROM_AC,钱林书,满志敏,,2004/6/10,更名,更名
3935,Fuzhou Fu,抚州府,撫州府,116.351341,27.984781,江西临川市,Fu,府,3,1362,4,1911,6,32536,POINT,32536,FROM_AC,钱林书,满志敏,,2004/6/10,更名,数据下限
3936,Linjiang Jun,临江军,臨江軍,115.398987,28.015566,江西樟树市西南临江镇,Jun,军,3,992,4,1276,4,97122,POINT,32537,FROM_AC,钱林书,满志敏,,2004/6/10,新建,更名
3937,Linjiang Lu,临江路,臨江路,115.398987,28.015566,江西樟树市西南临江镇,Lu,路,3,1277,4,1362,4,97121,POINT,32538,FROM_AC,钱林书,满志敏,,2004/6/10,更名,更名
3938,Linjiang Fu,临江府,臨江府,115.398987,28.015566,江西樟树市西南临江镇,Fu,府,3,1363,4,1911,6,97119,POINT,32539,FROM_AC,钱林书,满志敏,,2004/6/10,更名,数据下限
3939,Luling Jun,庐陵郡,廬陵郡,115.139314,27.332415,江西吉水县东北三十里,Jun,郡,3,191,4,590,4,32540,POINT,32540,FROM_FD,钱林书,满志敏,,2004/6/10,新建,更名
3940,Ji Zhou,吉州,吉州,115.139314,27.332415,江西吉水县东北三十里,Zhou,州,3,591,4,606,4,97150,POINT,32541,FROM_FD,钱林书,满志敏,,2004/6/10,更名,更名
3941,Luling Jun,庐陵郡,廬陵郡,115.139314,27.332415,江西吉水县东北三十里,Jun,郡,3,607,4,621,4,97149,POINT,32542,FROM_FD,钱林书,满志敏,,2004/6/10,更名,更名
3942,Ji Zhou,吉州,吉州,115.139314,27.332415,江西吉水县东北三十里,Zhou,州,3,622,4,681,4,32543,POINT,32543,FROM_FD,钱林书,满志敏,,2004/6/10,更名,迁移治所
3943,Ji Zhou,吉州,吉州,114.971275,27.103239,江西吉安市,Zhou,州,3,682,4,741,4,32544,POINT,32544,FROM_AC,钱林书,满志敏,,2004/6/10,迁移治所,更名
3944,Luling Jun,庐陵郡,廬陵郡,114.971275,27.103239,江西吉安市,Jun,郡,3,742,4,757,4,97143,POINT,32545,FROM_AC,钱林书,满志敏,,2004/6/10,更名,更名
3945,Ji Zhou,吉州,吉州,114.971275,27.103239,江西吉安市,Zhou,州,3,758,4,1276,4,32546,POINT,32546,FROM_AC,钱林书,满志敏,,2004/6/10,更名,更名
3946,Jizhou Lu,吉州路,吉州路,114.971275,27.103239,江西吉安市,Lu,路,3,1277,4,1294,4,97135,POINT,32547,FROM_AC,钱林书,满志敏,,2004/6/10,更名,更名
3947,Ji’an Lu,吉安路,吉安路,114.971275,27.103239,江西吉安市,Lu,路,3,1295,4,1361,4,97134,POINT,32548,FROM_AC,钱林书,满志敏,,2004/6/10,更名,更名
3948,Ji’an Fu,吉安府,吉安府,114.971275,27.103239,江西吉安市,Fu,府,3,1362,4,1911,6,97133,POINT,32549,FROM_AC,钱林书,满志敏,,2004/6/10,更名,数据下限
3949,Nan’an Jun,南安军,南安軍,114.362829,25.399312,江西大余县,Jun,军,3,990,4,1276,4,97104,POINT,32550,FROM_AC,钱林书,满志敏,,2004/6/10,新建,更名
3950,Nan’an Lu,南安路,南安路,114.362829,25.399312,江西大余县,Lu,路,3,1277,4,1364,4,97103,POINT,32551,FROM_AC,钱林书,满志敏,,2004/6/10,更名,更名
3951,Nan’an Fu,南安府,南安府,114.362829,25.399312,江西大余县,Fu,府,3,1365,4,1911,6,97101,POINT,32552,FROM_AC,钱林书,满志敏,,2004/6/10,更名,数据下限
3952,Nanfeng Zhou,南丰州,南豐州,116.52993,27.214306,江西南丰县,Zhou,州,3,1282,4,1369,4,97120,POINT,32553,FROM_AC,钱林书,满志敏,,2004/6/10,新建,撤销
3953,Nankang Jun,南康郡,南康郡,115.429091,25.963385,江西于都县东北,Jun,郡,3,282,4,348,4,32554,POINT,32554,FROM_FD,钱林书,满志敏,,2004/6/10,新建,迁移治所
3954,Nankang Jun,南康郡,南康郡,114.93248,25.847,江西赣州市,Jun,郡,3,349,4,410,4,32555,POINT,32555,FROM_AC,钱林书,满志敏,,2004/6/10,迁移治所,迁移治所
3955,Nankang Jun,南康郡,南康郡,114.957881,25.860974,江西赣州市赣水东,Jun,郡,3,411,4,419,4,32556,POINT,32556,FROM_FD,钱林书,满志敏,,2004/6/10,迁移治所,更名
3956,Nankangguo,南康国,南康國,114.957881,25.860974,江西赣州市赣水东,Houguo,侯国,3,420,4,478,2,97117,POINT,32557,FROM_FD,钱林书,满志敏,,2004/6/10,更名,更名
3957,Nankang Jun,南康郡,南康郡,114.957881,25.860974,江西赣州市赣水东,Jun,郡,3,479,4,552,4,32558,POINT,32558,FROM_FD,钱林书,满志敏,,2004/6/10,更名,迁移治所
3958,Nankang Jun,南康郡,南康郡,114.93248,25.847,江西赣州市,Jun,郡,3,553,4,588,4,32559,POINT,32559,FROM_AC,钱林书,满志敏,,2004/6/10,迁移治所,更名
3959,Qian Zhou,虔州,虔州,114.93248,25.847,江西赣州市,Zhou,州,3,589,4,606,4,97115,POINT,32560,FROM_AC,钱林书,满志敏,,2004/6/10,更名,更名
3960,Nankang Jun,南康郡,南康郡,114.93248,25.847,江西赣州市,Jun,郡,3,607,4,621,4,97114,POINT,32561,FROM_AC,钱林书,满志敏,,2004/6/10,更名,更名
3961,Qian Zhou,虔州,虔州,114.93248,25.847,江西赣州市,Zhou,州,3,622,4,741,4,97113,POINT,32562,FROM_AC,钱林书,满志敏,,2004/6/10,更名,更名
3962,Nankang Jun,南康郡,南康郡,114.93248,25.847,江西赣州市,Jun,郡,3,742,4,757,4,97112,POINT,32563,FROM_AC,钱林书,满志敏,,2004/6/10,更名,更名
3963,Qian Zhou,虔州,虔州,114.93248,25.847,江西赣州市,Zhou,州,3,758,4,1152,4,32564,POINT,32564,FROM_AC,钱林书,满志敏,,2004/6/10,更名,更名
3964,Gan Zhou,赣州,贛州,114.93248,25.847,江西赣州市,Zhou,州,3,1153,4,1276,4,97108,POINT,32565,FROM_AC,钱林书,满志敏,,2004/6/10,更名,更名
3965,Ganzhou Lu,赣州路,贛州路,114.93248,25.847,江西赣州市,Lu,路,3,1277,4,1364,4,97107,POINT,32566,FROM_AC,钱林书,满志敏,,2004/6/10,更名,更名
3966,Ganzhou Fu,赣州府,贛州府,114.93248,25.847,江西赣州市,Fu,府,3,1365,4,1911,6,32567,POINT,32567,FROM_AC,钱林书,满志敏,,2004/6/10,更名,数据下限
3967,Nanping Zhou,南平州,南平州,114.890181,26.791975,江西泰和县西三里,Zhou,州,3,622,4,624,4,97148,POINT,32574,FROM_FD,钱林书,满志敏,,2004/6/10,新建,撤销
3968,Yin Zhou,颍州,潁州,114.608452,27.382462,江西安福县,Zhou,州,3,622,4,623,4,97147,POINT,32575,FROM_AC,钱林书,满志敏,,2004/6/10,新建,撤销
3969,Ancheng Jun,安成郡,安成郡,114.608452,27.382462,江西安福县,Jun,郡,3,267,4,590,3,32576,POINT,32576,FROM_AC,钱林书,满志敏,,2004/6/10,新建,撤销
3970,Anle Jun,安乐郡,安樂郡,113.983368,27.067368,江西莲花县东南、琴水岸边,Jun,郡,3,558,6,590,3,97156,POINT,32577,FROM_FD,钱林书,满志敏,,2004/6/10,新建,撤销
